week,day_id,day,mainMuscle,exercise,substitutionOption1,substitutionOption2,notes,repsWorkingSet1,minRestMinutes,maxRestMinutes,minWarmUpSets,maxWarmUpSets,workingSets,minRPE,maxRPE,repsWorkingSet2,repsWorkingSet3,minReps,maxReps,timeSeconds,amrap,hold
6,0,Push #2,Pectorals,Close-Grip Barbell Incline Press,Close-Grip DB Incline Press,Close-Grip Machine Press,Use ~45° incline and a grip width just outside shoulder width,8,3,4,2,3,2,7,7,5,,,,,FALSE,FALSE
6,0,Push #2,Shoulders,Machine Shoulder Press,Seated DB Shoulder Press,Standing DB Arnold Press,"Don't stop in between reps, keep smooth and controlled tension on the delts",,2,3,2,2,2,7,7,,,10,12,,FALSE,FALSE
6,0,Push #2,Triceps,Floor Skull Crusher (Heavy),DB Floor Skull Crusher,Overhead Cable Triceps Extension,"Arc the bar behind your head, allow the bar to come to a dead stop on the floor between reps",,1,2,1,1,2,7,7,,,6,8,,FALSE,FALSE
6,0,Push #2,Pectorals,Bent-Over Cable Pec Flye,Pec Deck,DB Flye,Squeeze your pecs together at the top and feel a big stretch at the bottom,,1,2,1,1,2,8,8,,,10,12,,FALSE,FALSE
6,0,Push #2,Shoulders,"Eccentric-Accentuated Cable Lateral Raise, Constant-Tension Cable Lateral Raise",DB Lateral Raise,Machine Lateral Raise,"First 5 reps: 5-second lowering phase, last 15 reps constant tension (no pausing at the bottom or top)",5,1,2,1,1,2,8,8,15,,,,,FALSE,FALSE
6,0,Push #2,Shoulders,Plate Front Raise,DB Front Raise,Cable Front Raise,Turn one side up like a steering wheel as you lift the plate,,1,2,1,1,2,8,8,,,15,20,,FALSE,FALSE
6,0,Push #2,Biceps,Diamond Push Up,Close-Grip Push Up,Kneeling Modified Push Up,Place your hands close together on the ground so that they form a diamond shape and do as many pushups as possible with a smooth tempo,,0,0,0,0,1,10,10,,,,,,TRUE,FALSE
6,0,Pull #2,Back,1-Arm Half-Kneeling Lat Pulldown,1-Arm Lat Pull-In,Cable Lat Pullover,"Keep chest tall, keep elbow tucked in close to your torso, focus on squeezing your lat to move the weight",,1,2,1,1,2,7,7,,,12,15,,FALSE,FALSE
6,0,Pull #2,Back,Pull-Up (1 AMRAP set),"Lat Pulldown
(8-15 rep AMRAP)",Machine Pulldown,"1.5x shoulder width grip, pull your chest to the bar",,2,3,2,2,1,10,10,,,,,,TRUE,FALSE
6,0,Pull #2,Back,Kroc Row,Single-Arm DB Row,Meadows Row,Kroc rows are basically just a dumbbell row with mild cheating and a slightly more upright posture. Don't be afraid to go heavy and use straps if your grip is limiting,,2,3,2,2,2,7,7,,,10,12,,FALSE,FALSE
6,0,Pull #2,Traps,Cable Shrug-In,DB Shrug,Plate Shrug,Set up two cable handles low and shrug up and in. Squeeze your upper traps to move the weight.,,1,2,1,1,2,8,8,,,10,12,,FALSE,FALSE
6,0,Pull #2,Rear delts,Reverse Pec Deck,Reverse Cable Flye,Bent-Over Reverse DB Flye,"Swing the weight ""out"", not ""back""",,1,2,1,1,2,8,8,,,10,12,,FALSE,FALSE
6,0,Pull #2,Biceps,N1-Style Cross-Body Cable Bicep Curl,DB Incline Curl,DB Curl,Curl across your body with your arm out to the side at ~60°,,1,2,1,1,2,8,8,,,10,12,,FALSE,FALSE
6,0,Legs #2,Hamstrings,Deadlift,Trap Bar Deadlift,Barbell Hip Thrust,"Brace your lats, chest tall, pull the slack out of the bar before lifting",,3,5,3,4,1,5,6,,,4,4,,FALSE,FALSE
6,0,Legs #2,Hamstrings,Stiff-Leg Deadlift,Barbell RDL,DB RDL,Think about doing a high-hip conventional deadlift with a slight bend in the knees,,3,4,0,0,2,7,7,,,8,8,,FALSE,FALSE
6,0,Legs #2,Quads,Leg Press,Goblet Squat,Walking Lunge,"Medium width feet placement on the platform, don't allow your lower back to round",,2,3,2,3,2,7,7,,,10,12,,FALSE,FALSE
6,0,Legs #2,Glutes,Glute Ham Raise,Nordic Ham Curl,Lying Leg Curl,"Keep your hips straight, do Nordic ham curls if no GHR machine",,1,2,1,1,2,8,8,,,8,10,,FALSE,FALSE
6,0,Legs #2,Quads,Slow-Eccentric Leg Extension,DB Step-Up,Goblet Squat,Control the weight with a 3-4 second negative,,1,2,1,1,2,8,8,,,8,10,,FALSE,FALSE
6,0,Legs #2,Calves,Seated Calf Raise,Standing Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,1,2,1,1,2,8,8,,,15,20,,FALSE,FALSE
6,0,Legs #2,Abs,Roman Chair Leg Raise,Hanging Leg Raise,Reverse Crunch,"Don't swing your legs at the bottom, minimize momentum, tuck your knees towards your chest if lifting your legs straight out is too challenging",,1,2,1,1,2,8,8,,,10,20,,FALSE,FALSE
7,0,Push #1,Pectorals,Bench Press,DB Bench Press,Machine Chest Press,"Set up a comfortable arch, quick pause on the chest and explode up on each rep",,3,5,3,4,1,8,9,,,3,5,,FALSE,FALSE
7,0,Push #1,Pectorals,High-Incline Smith Machine Press,Incline DB Press,Incline Machine Press,"Set the bench at a 45-60° incline, touch the bar to your upper chest with control",,3,4,2,2,2,10,10,,,4,6,,FALSE,FALSE
7,0,Push #1,Shoulders,Egyptian Cable Lateral Raise,DB Lateral Raise,Machine Lateral Raise,Lean away from the cable. Focus on squeezing your delts.,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
7,0,Push #1,Triceps,Overhead Cable Triceps Extension,DB Floor Skull Crusher,DB French Press,"Do both arms at once, resist the negative",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
7,0,Push #1,Triceps,Cable Triceps Kickback,DB Triceps Kickback,Triceps Pressdown,"Lean slightly forward, lock your elbow behind your torso (shoulder hyperextension)",,2,3,1,1,2,10,10,,,6,8,,FALSE,FALSE
7,0,Pull #1,Back,Neutral-Grip Lat Pulldown,Neutral-Grip Pull-Up,Machine Pulldown,Pull your elbows down against your sides,,3,4,3,3,3,10,10,,,4,6,,FALSE,FALSE
7,0,Pull #1,Back,Pendlay Row,Meadows Row,Single-Arm Row,"Initiate the movement by squeezing your shoulder blades together, pull to your lower chest, avoid using momentum",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
7,0,Pull #1,Rear delts,Reverse Pec Deck,Reverse Cable Flye,Bent-Over Reverse DB Flye,"Swing the weight ""out"", not ""back""",,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
7,0,Pull #1,Biceps,EZ-Bar Curl,DB Curl,Cable Curl,"Arc the bar ""out"" not ""up"", focus on squeezing your biceps",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
7,0,Pull #1,Biceps,Hammer Cheat Curl,Inverse Zottman Curl,DB Curl,"You can use slight momentum on the concentric, but control the eccentric with your elbows stationary",,0,0,1,1,1,10,10,,,4,6,,FALSE,FALSE
7,0,Legs #1,Quads,Squat or Machine Squat,Machine Squat,Bulgarian Split Squat,"Sit back and down, keep your upper back tight to the bar",,3,5,3,4,1,8,9,,,3,5,,FALSE,FALSE
7,0,Legs #1,Hamstrings,Barbell RDL,DB RDL,45° Hyperextension,"Maintain a neutral lower back, set your hips back, don't allow your spine to round",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
7,0,Legs #1,Quads,Leg Extension,DB Step-Up,Goblet Squat,Focus on squeezing your quads to make the weight move.,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
7,0,Legs #1,Calves,Seated Calf Raise,Standing Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
7,0,Legs #1,Abs,Cable Crunch,Plate-Weighted Crunch,Machine Crunch,Round your back as you crunch,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
7,0,Push #2,Shoulders,Seated DB Shoulder Press,Machine Shoulder Press,Standing DB Arnold Press,"Bring the dumbbells all the way down, keep your torso upright",,3,4,3,3,2,10,10,,,6,8,,FALSE,FALSE
7,0,Push #2,Pectorals,Weighted Dip,Machine Chest Press,DB Bench Press,"Tuck your elbows at 45°, lean your torso forward 15°, shoulder width or slightly wider grip",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
7,0,Push #2,Shoulders,Machine Lateral Raise,DB Lateral Raise,Cable Lateral Raise,Focus on squeezing your lateral delt to move the weight,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
7,0,Push #2,Triceps,Triceps Pressdown,Cable Triceps Kickback,DB Triceps Kickback,Focus on squeezing your triceps to move the weight,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
7,0,Pull #2,Back,Wide-Grip Pull-Up,Wide-Grip Lat Pulldown,Machine Pulldown,Use ~1.5x shoulder width grip. Add weight or use assistance as needed to hit RPE. Keep form as consistent as possible.,,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
7,0,Pull #2,Back,Close-Grip Seated Cable Row,T-Bar Row,Incline Chest-Supported DB Row,"Focus on squeezing your shoulder blades together, drive your elbows down and back.",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
7,0,Pull #2,Traps,Machine Shrug,Cable Shrug-In,DB Shrug,Shrug up and in. Pull your shoulders up to your ears.,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
7,0,Pull #2,Biceps,Alternating DB Curl,EZ Bar Curl,Cable Curl,"Alternate arms with each curl: do 1 rep with your right arm, one rep with your left arm. Repeat until you reach 4-6 reps with each arm.",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
7,0,Pull #2,Biceps,1-Arm DB Preacher Curl,Spider Curl,Bayesian Cable Curl,"Here, do all 6-8 reps with one arm at a time (do not alternate)",,0,0,1,1,1,10,10,,,6,8,,FALSE,FALSE
7,0,Legs #2,Quads,Hack Squat,Machine Squat,Bulgarian Split Squat,"Allow your knees to come forward (past your toes), focus the tension on your quads",,3,5,3,4,2,9,10,,,4,6,,FALSE,FALSE
7,0,Legs #2,Quads,Dumbbell Walking Lunge,DB Step-Up,Goblet Squat,Do 4-6 reps with each leg (10-12 total strides). Straps may be helpful if your grip becomes limiting.,,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
7,0,Legs #2,Hamstrings,Seated Leg Curl,Lying Leg Curl,Nordic Ham Curl,Focus on squeezing your hamstrings to move the weight,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
7,0,Legs #2,Calves,Standing Calf Raise,Seated Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
7,0,Legs #2,Abs,Decline Plate-Weighted Crunch,Cable Crunch,Machine Crunch,Hold a plate or DB to your chest and crunch hard!,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
8,0,Push #1,Pectorals,Bench Press,DB Bench Press,Machine Chest Press,"Set up a comfortable arch, quick pause on the chest and explode up on each rep",,3,5,3,4,1,8,9,,,3,5,,FALSE,FALSE
8,0,Push #1,Pectorals,High-Incline Smith Machine Press,Incline DB Press,Incline Machine Press,"Set the bench at a 45-60° incline, touch the bar to your upper chest with control",,3,4,2,2,2,10,10,,,4,6,,FALSE,FALSE
8,0,Push #1,Shoulders,Egyptian Cable Lateral Raise,DB Lateral Raise,Machine Lateral Raise,Lean away from the cable. Focus on squeezing your delts.,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
8,0,Push #1,Triceps,Overhead Cable Triceps Extension,DB Floor Skull Crusher,DB French Press,"Do both arms at once, resist the negative",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
8,0,Push #1,Triceps,Cable Triceps Kickback,DB Triceps Kickback,Triceps Pressdown,"Lean slightly forward, lock your elbow behind your torso (shoulder hyperextension)",,2,3,1,1,2,10,10,,,6,8,,FALSE,FALSE
8,0,Pull #1,Back,Neutral-Grip Lat Pulldown,Neutral-Grip Pull-Up,Machine Pulldown,Pull your elbows down against your sides,,3,4,3,3,3,10,10,,,4,6,,FALSE,FALSE
8,0,Pull #1,Back,Pendlay Row,Meadows Row,Single-Arm Row,"Initiate the movement by squeezing your shoulder blades together, pull to your lower chest, avoid using momentum",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
8,0,Pull #1,Rear delts,Reverse Pec Deck,Reverse Cable Flye,Bent-Over Reverse DB Flye,"Swing the weight ""out"", not ""back""",,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
8,0,Pull #1,Biceps,EZ-Bar Curl,DB Curl,Cable Curl,"Arc the bar ""out"" not ""up"", focus on squeezing your biceps",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
8,0,Pull #1,Biceps,Hammer Cheat Curl,Inverse Zottman Curl,DB Curl,"You can use slight momentum on the concentric, but control the eccentric with your elbows stationary",,0,0,1,1,1,10,10,,,4,6,,FALSE,FALSE
8,0,Legs #1,Quads,Squat or Machine Squat,Machine Squat,Bulgarian Split Squat,"Sit back and down, keep your upper back tight to the bar",,3,5,3,4,1,8,9,,,3,5,,FALSE,FALSE
8,0,Legs #1,Hamstrings,Barbell RDL,DB RDL,45° Hyperextension,"Maintain a neutral lower back, set your hips back, don't allow your spine to round",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
8,0,Legs #1,Quads,Leg Extension,DB Step-Up,Goblet Squat,Focus on squeezing your quads to make the weight move.,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
8,0,Legs #1,Calves,Seated Calf Raise,Standing Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
8,0,Legs #1,Abs,Cable Crunch,Plate-Weighted Crunch,Machine Crunch,Round your back as you crunch,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
8,0,Push #2,Shoulders,Seated DB Shoulder Press,Machine Shoulder Press,Standing DB Arnold Press,"Bring the dumbbells all the way down, keep your torso upright",,3,4,3,3,2,10,10,,,6,8,,FALSE,FALSE
8,0,Push #2,Pectorals,Weighted Dip,Machine Chest Press,DB Bench Press,"Tuck your elbows at 45°, lean your torso forward 15°, shoulder width or slightly wider grip",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
8,0,Push #2,Shoulders,Machine Lateral Raise,DB Lateral Raise,Cable Lateral Raise,Focus on squeezing your lateral delt to move the weight,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
8,0,Push #2,Triceps,Triceps Pressdown,Cable Triceps Kickback,DB Triceps Kickback,Focus on squeezing your triceps to move the weight,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
8,0,Pull #2,Back,Wide-Grip Pull-Up,Wide-Grip Lat Pulldown,Machine Pulldown,Use ~1.5x shoulder width grip. Add weight or use assistance as needed to hit RPE. Keep form as consistent as possible.,,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
8,0,Pull #2,Back,Close-Grip Seated Cable Row,T-Bar Row,Incline Chest-Supported DB Row,"Focus on squeezing your shoulder blades together, drive your elbows down and back.",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
8,0,Pull #2,Traps,Machine Shrug,Cable Shrug-In,DB Shrug,Shrug up and in. Pull your shoulders up to your ears.,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
8,0,Pull #2,Biceps,Alternating DB Curl,EZ Bar Curl,Cable Curl,"Alternate arms with each curl: do 1 rep with your right arm, one rep with your left arm. Repeat until you reach 4-6 reps with each arm.",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
8,0,Pull #2,Biceps,1-Arm DB Preacher Curl,Spider Curl,Bayesian Cable Curl,"Here, do all 6-8 reps with one arm at a time (do not alternate)",,0,0,1,1,1,10,10,,,6,8,,FALSE,FALSE
8,0,Legs #2,Quads,Deadlift,Trap Bar Deadlift,Barbell Hip Thrust,"Can pull sumo or conventional, go with whatever variation you are stronger with",,3,5,3,4,2,8,9,,,4,6,,FALSE,FALSE
8,0,Legs #2,Quads,Dumbbell Walking Lunge,DB Step-Up,Goblet Squat,Do 4-6 reps with each leg (10-12 total strides). Straps may be helpful if your grip becomes limiting.,,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
8,0,Legs #2,Hamstrings,Seated Leg Curl,Lying Leg Curl,Nordic Ham Curl,Focus on squeezing your hamstrings to move the weight,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
8,0,Legs #2,Calves,Standing Calf Raise,Seated Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
8,0,Legs #2,Abs,Decline Plate-Weighted Crunch,Cable Crunch,Machine Crunch,Hold a plate or DB to your chest and crunch hard!,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
9,0,Push #1,Pectorals,Bench Press,DB Bench Press,Machine Chest Press,"Set up a comfortable arch, quick pause on the chest and explode up on each rep",,3,5,3,4,1,8,9,,,3,5,,FALSE,FALSE
9,0,Push #1,Pectorals,High-Incline Smith Machine Press,Incline DB Press,Incline Machine Press,"Set the bench at a 45-60° incline, touch the bar to your upper chest with control",,3,4,2,2,2,10,10,,,4,6,,FALSE,FALSE
9,0,Push #1,Shoulders,Egyptian Cable Lateral Raise,DB Lateral Raise,Machine Lateral Raise,Lean away from the cable. Focus on squeezing your delts.,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
9,0,Push #1,Triceps,Overhead Cable Triceps Extension,DB Floor Skull Crusher,DB French Press,"Do both arms at once, resist the negative",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
9,0,Push #1,Triceps,Cable Triceps Kickback,DB Triceps Kickback,Triceps Pressdown,"Lean slightly forward, lock your elbow behind your torso (shoulder hyperextension)",,2,3,1,1,2,10,10,,,6,8,,FALSE,FALSE
9,0,Pull #1,Back,Neutral-Grip Lat Pulldown,Neutral-Grip Pull-Up,Machine Pulldown,Pull your elbows down against your sides,,3,4,3,3,3,10,10,,,4,6,,FALSE,FALSE
9,0,Pull #1,Back,Pendlay Row,Meadows Row,Single-Arm Row,"Initiate the movement by squeezing your shoulder blades together, pull to your lower chest, avoid using momentum",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
9,0,Pull #1,Rear delts,Reverse Pec Deck,Reverse Cable Flye,Bent-Over Reverse DB Flye,"Swing the weight ""out"", not ""back""",,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
9,0,Pull #1,Biceps,EZ-Bar Curl,DB Curl,Cable Curl,"Arc the bar ""out"" not ""up"", focus on squeezing your biceps",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
9,0,Pull #1,Biceps,Hammer Cheat Curl,Inverse Zottman Curl,DB Curl,"You can use slight momentum on the concentric, but control the eccentric with your elbows stationary",,0,0,1,1,1,10,10,,,4,6,,FALSE,FALSE
9,0,Legs #1,Quads,Squat or Machine Squat,Machine Squat,Bulgarian Split Squat,"Sit back and down, keep your upper back tight to the bar",,3,5,3,4,1,8,9,,,3,5,,FALSE,FALSE
9,0,Legs #1,Hamstrings,Barbell RDL,DB RDL,45° Hyperextension,"Maintain a neutral lower back, set your hips back, don't allow your spine to round",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
9,0,Legs #1,Quads,Leg Extension,DB Step-Up,Goblet Squat,Focus on squeezing your quads to make the weight move.,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
9,0,Legs #1,Calves,Seated Calf Raise,Standing Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
9,0,Legs #1,Abs,Cable Crunch,Plate-Weighted Crunch,Machine Crunch,Round your back as you crunch,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
9,0,Push #2,Shoulders,Seated DB Shoulder Press,Machine Shoulder Press,Standing DB Arnold Press,"Bring the dumbbells all the way down, keep your torso upright",,3,4,3,3,2,10,10,,,6,8,,FALSE,FALSE
9,0,Push #2,Pectorals,Weighted Dip,Machine Chest Press,DB Bench Press,"Tuck your elbows at 45°, lean your torso forward 15°, shoulder width or slightly wider grip",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
9,0,Push #2,Shoulders,Machine Lateral Raise,DB Lateral Raise,Cable Lateral Raise,Focus on squeezing your lateral delt to move the weight,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
9,0,Push #2,Triceps,Triceps Pressdown,Cable Triceps Kickback,DB Triceps Kickback,Focus on squeezing your triceps to move the weight,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
9,0,Pull #2,Back,Wide-Grip Pull-Up,Wide-Grip Lat Pulldown,Machine Pulldown,Use ~1.5x shoulder width grip. Add weight or use assistance as needed to hit RPE. Keep form as consistent as possible.,,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
9,0,Pull #2,Back,Close-Grip Seated Cable Row,T-Bar Row,Incline Chest-Supported DB Row,"Focus on squeezing your shoulder blades together, drive your elbows down and back.",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
9,0,Pull #2,Traps,Machine Shrug,Cable Shrug-In,DB Shrug,Shrug up and in. Pull your shoulders up to your ears.,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
9,0,Pull #2,Biceps,Alternating DB Curl,EZ Bar Curl,Cable Curl,"Alternate arms with each curl: do 1 rep with your right arm, one rep with your left arm. Repeat until you reach 4-6 reps with each arm.",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
9,0,Pull #2,Biceps,1-Arm DB Preacher Curl,Spider Curl,Bayesian Cable Curl,"Here, do all 6-8 reps with one arm at a time (do not alternate)",,0,0,1,1,1,10,10,,,6,8,,FALSE,FALSE
9,0,Legs #2,Quads,Hack Squat,Machine Squat,Bulgarian Split Squat,"Allow your knees to come forward (past your toes), focus the tension on your quads",,3,5,3,4,2,9,10,,,4,6,,FALSE,FALSE
9,0,Legs #2,Quads,Dumbbell Walking Lunge,DB Step-Up,Goblet Squat,Do 4-6 reps with each leg (10-12 total strides). Straps may be helpful if your grip becomes limiting.,,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
9,0,Legs #2,Hamstrings,Seated Leg Curl,Lying Leg Curl,Nordic Ham Curl,Focus on squeezing your hamstrings to move the weight,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
9,0,Legs #2,Calves,Standing Calf Raise,Seated Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
9,0,Legs #2,Abs,Decline Plate-Weighted Crunch,Cable Crunch,Machine Crunch,Hold a plate or DB to your chest and crunch hard!,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
10,0,Push #1,Pectorals,Bench Press,DB Bench Press,Machine Chest Press,"Set up a comfortable arch, quick pause on the chest and explode up on each rep",,3,5,3,4,1,8,9,,,3,5,,FALSE,FALSE
10,0,Push #1,Pectorals,High-Incline Smith Machine Press,Incline DB Press,Incline Machine Press,"Set the bench at a 45-60 degree incline, touch the bar to your upper chest with control",,3,4,2,2,2,10,10,,,4,6,,FALSE,FALSE
10,0,Push #1,Shoulders,Egyptian Cable Lateral Raise,DB Lateral Raise,Machine Lateral Raise,Lean away from the cable. Focus on squeezing your delts.,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
10,0,Push #1,Triceps,Overhead Cable Triceps Extension,DB Floor Skull Crusher,DB French Press,"Do both arms at once, resist the negative",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
10,0,Push #1,Triceps,Cable Triceps Kickback,DB Triceps Kickback,Triceps Pressdown,"Lean slightly forward, lock your elbow behind your torso (shoulder hyperextension)",,2,3,1,1,2,10,10,,,6,8,,FALSE,FALSE
10,0,Pull #1,Back,Neutral-Grip Lat Pulldown,Neutral-Grip Pull-Up,Machine Pulldown,Pull your elbows down against your sides,,3,4,3,3,3,10,10,,,4,6,,FALSE,FALSE
10,0,Pull #1,Back,Pendlay Row,Meadows Row,Single-Arm Row,"Initiate the movement by squeezing your shoulder blades together, pull to your lower chest, avoid using momentum",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
10,0,Pull #1,Rear delts,Reverse Pec Deck,Reverse Cable Flye,Bent-Over Reverse DB Flye,"Swing the weight ""out"", not ""back""",,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
10,0,Pull #1,Biceps,EZ-Bar Curl,DB Curl,Cable Curl,"Arc the bar ""out"" not ""up"", focus on squeezing your biceps",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
10,0,Pull #1,Biceps,Hammer Cheat Curl,Inverse Zottman Curl,DB Curl,"You can use slight momentum on the concentric, but control the eccentric with your elbows stationary",,0,0,1,1,1,10,10,,,4,6,,FALSE,FALSE
10,0,Legs #1,Quads,Squat or Machine Squat,Machine Squat,Bulgarian Split Squat,"Sit back and down, keep your upper back tight to the bar",,3,5,3,4,1,8,9,,,3,5,,FALSE,FALSE
10,0,Legs #1,Hamstrings,Barbell RDL,DB RDL,45° Hyperextension,"Maintain a neutral lower back, set your hips back, don't allow your spine to round",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
10,0,Legs #1,Quads,Leg Extension,DB Step-Up,Goblet Squat,Focus on squeezing your quads to make the weight move.,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
10,0,Legs #1,Calves,Seated Calf Raise,Standing Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
10,0,Legs #1,Abs,Cable Crunch,Plate-Weighted Crunch,Machine Crunch,Round your back as you crunch,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
10,0,Push #2,Shoulders,Seated DB Shoulder Press,Machine Shoulder Press,Standing DB Arnold Press,"Bring the dumbbells all the way down, keep your torso upright",,3,4,3,3,2,10,10,,,6,8,,FALSE,FALSE
10,0,Push #2,Pectorals,Weighted Dip,Machine Chest Press,DB Bench Press,"Tuck your elbows at 45°, lean your torso forward 15°, shoulder width or slightly wider grip",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
10,0,Push #2,Shoulders,Machine Lateral Raise,DB Lateral Raise,Cable Lateral Raise,Focus on squeezing your lateral delt to move the weight,,2,3,2,2,2,10,10,,,6,8,,FALSE,FALSE
10,0,Push #2,Triceps,Triceps Pressdown,Cable Triceps Kickback,DB Triceps Kickback,Focus on squeezing your triceps to move the weight,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
10,0,Pull #2,Back,Wide-Grip Pull-Up,Wide-Grip Lat Pulldown,Machine Pulldown,Use ~1.5x shoulder width grip. Add weight or use assistance as needed to hit RPE. Keep form as consistent as possible.,,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
10,0,Pull #2,Back,Close-Grip Seated Cable Row,T-Bar Row,Incline Chest-Supported DB Row,"Focus on squeezing your shoulder blades together, drive your elbows down and back.",,3,4,3,3,2,10,10,,,4,6,,FALSE,FALSE
10,0,Pull #2,Traps,Machine Shrug,Cable Shrug-In,DB Shrug,Shrug up and in. Pull your shoulders up to your ears.,,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
10,0,Pull #2,Biceps,Alternating DB Curl,EZ Bar Curl,Cable Curl,"Alternate arms with each curl: do 1 rep with your right arm, one rep with your left arm. Repeat until you reach 4-6 reps with each arm.",,2,3,2,2,2,10,10,,,4,6,,FALSE,FALSE
10,0,Pull #2,Biceps,1-Arm DB Preacher Curl,Spider Curl,Bayesian Cable Curl,"Here, do all 6-8 reps with one arm at a time (do not alternate)",,0,0,1,1,1,10,10,,,6,8,,FALSE,FALSE
